web-scraper-order,web-scraper-start-url,IATA,ICAO,Airline,Call sign,Country_Region,Comments
"1733246192-1910","https://en.wikipedia.org/wiki/List_of_airline_codes","","CEX","Capitol Air Express","CAPITOL EXPRESS","United States",""
"1733246192-1911","https://en.wikipedia.org/wiki/List_of_airline_codes","","CWZ","Capitol Wings Airline","CAPWINGS","United States",""
"1733246192-1912","https://en.wikipedia.org/wiki/List_of_airline_codes","","VAN","Caravan Air","CAMEL","Mauritania",""
"1733246192-1913","https://en.wikipedia.org/wiki/List_of_airline_codes","","CWN","Cardiff Wales Flying Club","CAMBRIAN","United Kingdom",""
"1733246192-1914","https://en.wikipedia.org/wiki/List_of_airline_codes","","FVA","Cardinal/Air Virginia","AIR VIRGINIA","United States",""
"1733246192-1915","https://en.wikipedia.org/wiki/List_of_airline_codes","","GOL","Cardolaar","CARGOLAAR","Namibia",""
"1733246192-1916","https://en.wikipedia.org/wiki/List_of_airline_codes","","CDI","Cards Air Services","CARDS","Philippines",""
"1733246192-1917","https://en.wikipedia.org/wiki/List_of_airline_codes","","CFH","CareFlight","CARE FLIGHT","Australia",""
"1733246192-1918","https://en.wikipedia.org/wiki/List_of_airline_codes","","CDM","Carga Aérea Dominicana","CARGA AEREA","Dominican Republic",""
"1733246192-1919","https://en.wikipedia.org/wiki/List_of_airline_codes","","EST","Carga Express Internacional","CARGAINTER","Mexico",""
"1733246192-1920","https://en.wikipedia.org/wiki/List_of_airline_codes","GG","GGC","Cargo 360","LONG-HAUL","United States",""
"1733246192-1921","https://en.wikipedia.org/wiki/List_of_airline_codes","","MCX","Cargo Express","MAURICARGO","Mauritania",""
"1733246192-1922","https://en.wikipedia.org/wiki/List_of_airline_codes","","CRV","Cargo Ivoire","CARGOIV","Ivory Coast",""
"1733246192-1923","https://en.wikipedia.org/wiki/List_of_airline_codes","","CLM","Cargo Link (Caribbean)","CARGO LINK","Barbados",""
"1733246192-1924","https://en.wikipedia.org/wiki/List_of_airline_codes","P3","CLU","Cargo Logic Air","FIREBIRD","United Kingdom",""
"1733246192-1925","https://en.wikipedia.org/wiki/List_of_airline_codes","","CTW","Cargo Three","THIRD CARGO","Panama",""
"1733246192-1926","https://en.wikipedia.org/wiki/List_of_airline_codes","2G","CRG","Cargoitalia","WHITE PELICAN","Italy",""
"1733246192-1927","https://en.wikipedia.org/wiki/List_of_airline_codes","W8","CJT","Cargojet Airways","CARGOJET","Canada",""
"1733246192-1928","https://en.wikipedia.org/wiki/List_of_airline_codes","CV","CLX","Cargolux","CARGOLUX","Luxembourg",""
"1733246192-1929","https://en.wikipedia.org/wiki/List_of_airline_codes","C8","ICV","Cargolux Italia","CARGO MED","Italy",""
"1733246192-1930","https://en.wikipedia.org/wiki/List_of_airline_codes","","CGM","Cargoman","HOTEL CHARLIE","Oman",""
"1733246192-1931","https://en.wikipedia.org/wiki/List_of_airline_codes","","DEL","Carib Aviation","RED TAIL","Antigua and Barbuda",""
"1733246192-1932","https://en.wikipedia.org/wiki/List_of_airline_codes","","BCB","Carib Express","WAVEBIRD","Barbados",""
"1733246192-1933","https://en.wikipedia.org/wiki/List_of_airline_codes","","PWD","CARIBAIR","CARIBAIR","Dominican Republic",""
"1733246192-1934","https://en.wikipedia.org/wiki/List_of_airline_codes","","DCC","Caribbean Air Cargo","CARICARGO","Barbados",""
"1733246192-1935","https://en.wikipedia.org/wiki/List_of_airline_codes","","CLT","Caribbean Air Transport","CARIBBEAN","Netherlands","ICAO Code and callsign no longer allocated"
"1733246192-1936","https://en.wikipedia.org/wiki/List_of_airline_codes","","CLT","Club Aerocelta de Vuelo Con Motor","","Spain",""
"1733246192-1937","https://en.wikipedia.org/wiki/List_of_airline_codes","BW","BWA","Caribbean Airlines","CARIBBEAN AIRLINES","Trinidad and Tobago",""
"1733246192-1938","https://en.wikipedia.org/wiki/List_of_airline_codes","","IQQ","Caribbean Airways","CARIBJET","Barbados",""
"1733246192-1939","https://en.wikipedia.org/wiki/List_of_airline_codes","","CSX","Choice Airways","CHOICE AIR","United States",""
"1733246192-1940","https://en.wikipedia.org/wiki/List_of_airline_codes","","TLC","Caribbean Express","CARIB-X","United States",""
"1733246192-1941","https://en.wikipedia.org/wiki/List_of_airline_codes","8B","GFI","Caribbean Star Airlines","CARIB STAR","Antigua and Barbuda",""
"1733246192-1942","https://en.wikipedia.org/wiki/List_of_airline_codes","","CRB","Caricom Airways","CARIBBEAN COMMUTER","Suriname",""
"1733246192-1943","https://en.wikipedia.org/wiki/List_of_airline_codes","","CRT","Caribintair","CARIBINTAIR","Haiti",""
"1733246192-1944","https://en.wikipedia.org/wiki/List_of_airline_codes","","CVG","Carill Aviation","CARILL","United Kingdom",""
"1733246192-1945","https://en.wikipedia.org/wiki/List_of_airline_codes","V3","KRP","Carpatair","CARPATAIR","Romania",""
"1733246192-1946","https://en.wikipedia.org/wiki/List_of_airline_codes","","CRR","Carranza","CARRANZA","Chile","defunct"
"1733246192-1947","https://en.wikipedia.org/wiki/List_of_airline_codes","","ULS","Carroll Air Service","ULSTER","United States",""
"1733246192-1948","https://en.wikipedia.org/wiki/List_of_airline_codes","","CMT","Casement Aviation","CASEMENT","United States",""
"1733246192-1949","https://en.wikipedia.org/wiki/List_of_airline_codes","","CSO","Casino Airline","CASAIR","United States",""
"1733246192-1950","https://en.wikipedia.org/wiki/List_of_airline_codes","","CSP","Casper Air Service","CASPER AIR","United States",""
"1733246192-1951","https://en.wikipedia.org/wiki/List_of_airline_codes","RV","CPN","Caspian Airlines","CASPIAN","Iran",""
"1733246192-1952","https://en.wikipedia.org/wiki/List_of_airline_codes","","CSJ","Castle Aviation","CASTLE","United States",""
"1733246192-1953","https://en.wikipedia.org/wiki/List_of_airline_codes","","CAZ","Cat Aviation","EUROCAT","Switzerland",""
"1733246192-1954","https://en.wikipedia.org/wiki/List_of_airline_codes","","CBT","Catalina Flying Boats","CATALINA AIR","United States",""
"1733246192-1955","https://en.wikipedia.org/wiki/List_of_airline_codes","","TEX","Catex","CATEX","France",""
"1733246192-1956","https://en.wikipedia.org/wiki/List_of_airline_codes","KA","HDA","Cathay Dragon","DRAGON","Hong Kong","defunct IATA Code transferred to Aero Nomad Airlines"
"1733246192-1957","https://en.wikipedia.org/wiki/List_of_airline_codes","CX","CPA","Cathay Pacific","CATHAY","Hong Kong",""
"1733246192-1958","https://en.wikipedia.org/wiki/List_of_airline_codes","","CJR","Caverton Helicopters","CAVERTON AIR","Nigeria",""
"1733246192-1959","https://en.wikipedia.org/wiki/List_of_airline_codes","KX","CAY","Cayman Airways","CAYMAN","Cayman Islands",""
"1733246192-1960","https://en.wikipedia.org/wiki/List_of_airline_codes","5J","CEB","Cebu Pacific","CEBU","Philippines",""
"1733246192-1961","https://en.wikipedia.org/wiki/List_of_airline_codes","","CIL","Cecil Aviation","CECIL","United Kingdom",""
"1733246192-1962","https://en.wikipedia.org/wiki/List_of_airline_codes","","CEG","Cega Aviation","CEGA","United Kingdom",""
"1733246192-1963","https://en.wikipedia.org/wiki/List_of_airline_codes","","CEC","Celtic Airways","CELTAIR","United Kingdom",""
"1733246192-1964","https://en.wikipedia.org/wiki/List_of_airline_codes","","CWE","Celtic West","CELTIC","United Kingdom",""
"1733246192-1965","https://en.wikipedia.org/wiki/List_of_airline_codes","","CEV","Centre d'Essais en Vol","CENTEV","France",""
"1733246192-1966","https://en.wikipedia.org/wiki/List_of_airline_codes","","CNL","Centennial Airlines","WYO-AIR","United States",""
"1733246192-1967","https://en.wikipedia.org/wiki/List_of_airline_codes","","CNS","Cobalt Air LLC","CHRONOS","United States",""
"1733246192-1968","https://en.wikipedia.org/wiki/List_of_airline_codes","","CVO","Center Vol","CENTERVOL","Spain",""
"1733246192-1969","https://en.wikipedia.org/wiki/List_of_airline_codes","","CTS","Center-South","CENTER-SOUTH","Russia",""
"1733246192-1970","https://en.wikipedia.org/wiki/List_of_airline_codes","","CET","Centrafrican Airlines","CENTRAFRICAIN","Central African Republic",""
"1733246192-1971","https://en.wikipedia.org/wiki/List_of_airline_codes","","CAX","Central Air Express","CENTRAL EXPRESS","Democratic Republic of the Congo",""
"1733246192-1972","https://en.wikipedia.org/wiki/List_of_airline_codes","","CTL","Central Airlines","CENTRAL COMMUTER","United States",""
"1733246192-1973","https://en.wikipedia.org/wiki/List_of_airline_codes","","CNY","Central Airways","CENTRAL LEONE","Sierra Leone",""
"1733246192-1974","https://en.wikipedia.org/wiki/List_of_airline_codes","","ACN","Central American Airlines","AEROCENTRO","Nicaragua",""
"1733246192-1975","https://en.wikipedia.org/wiki/List_of_airline_codes","","YOG","Central Aviation","YOGAN AIR","United States",""
"1733246192-1976","https://en.wikipedia.org/wiki/List_of_airline_codes","","DRN","Central De Discos De Reynosa","DISCOS REYNOSA","Mexico",""
"1733246192-1977","https://en.wikipedia.org/wiki/List_of_airline_codes","2C","CMA","CMA-CGM AIRCARGO","FRENCH CARGO","France",""
"1733246192-1978","https://en.wikipedia.org/wiki/List_of_airline_codes","","CHA","Central Flying Service","CHARTER CENTRAL","United States",""
"1733246192-1979","https://en.wikipedia.org/wiki/List_of_airline_codes","","CEM","Central Mongolia Airways","CENTRAL MONGOLIA","Mongolia",""
"1733246192-1980","https://en.wikipedia.org/wiki/List_of_airline_codes","9M","GLR","Central Mountain Air","GLACIER","Canada",""
"1733246192-1981","https://en.wikipedia.org/wiki/List_of_airline_codes","","CQC","Central Queensland Aviation College","","Australia",""
"1733246192-1982","https://en.wikipedia.org/wiki/List_of_airline_codes","","CSI","Central Skyport","SKYPORT","United States",""
"1733246192-1983","https://en.wikipedia.org/wiki/List_of_airline_codes","","CLW","Centralwings","CENTRALWINGS","Poland",""
"1733246192-1984","https://en.wikipedia.org/wiki/List_of_airline_codes","","DTV","Centre Airlines","DUTCH VALLEY","United States",""
"1733246192-1985","https://en.wikipedia.org/wiki/List_of_airline_codes","","CGS","Centre of Applied Geodynamica","GEO CENTRE","Russia",""
"1733246192-1986","https://en.wikipedia.org/wiki/List_of_airline_codes","J7","CVC","Centre-Avia","AVIACENTRE","Russia",""
"1733246192-1987","https://en.wikipedia.org/wiki/List_of_airline_codes","","CCV","Centro De Helicopteros Corporativos","HELICORPORATIVO","Mexico",""
"1733246192-1988","https://en.wikipedia.org/wiki/List_of_airline_codes","","ACF","Centro de Formación Aeronáutica de Canarias","FORCAN","Spain",""
"1733246192-1989","https://en.wikipedia.org/wiki/List_of_airline_codes","WE","CWC","Centurion Air Cargo","CHALLENGE CARGO","United States",""
"1733246192-1990","https://en.wikipedia.org/wiki/List_of_airline_codes","","URY","Century Aviation","CENTURY AVIA","Mexico",""
"1733246192-1991","https://en.wikipedia.org/wiki/List_of_airline_codes","","HAI","Century Aviation International","","Canada",""
"1733246192-1992","https://en.wikipedia.org/wiki/List_of_airline_codes","","XAD","Certified Air Dispatch","","United States",""
"1733246192-1993","https://en.wikipedia.org/wiki/List_of_airline_codes","","CER","Cetraca Aviation Service","CETRACA","Democratic Republic of the Congo",""
"1733246192-1994","https://en.wikipedia.org/wiki/List_of_airline_codes","","IRU","Chabahar Airlines","CHABAHAR","Iran",""
"1733246192-1995","https://en.wikipedia.org/wiki/List_of_airline_codes","GM","GSW","Chair Airlines","EIGER","Switzerland",""
"1733246192-1996","https://en.wikipedia.org/wiki/List_of_airline_codes","","CLG","Chalair Aviation","CHALLAIR","France",""
"1733246192-1997","https://en.wikipedia.org/wiki/List_of_airline_codes","OP","CHK","Chalk's International Airlines","CHALKS","United States",""
"1733246192-1998","https://en.wikipedia.org/wiki/List_of_airline_codes","","CLS","Challenge Air Transport","AIRISTO","Germany",""
"1733246192-1999","https://en.wikipedia.org/wiki/List_of_airline_codes","","CHS","Challenge Aviation","CHALLENGE AVIATION","Australia",""
"1733246192-2000","https://en.wikipedia.org/wiki/List_of_airline_codes","","OFF","Challenge International Airlines","CHALLENGE AIR","United States",""
"1733246192-2001","https://en.wikipedia.org/wiki/List_of_airline_codes","","CHG","Challenge Airlines BE","Challenge","Belgium",""
"1733246192-2002","https://en.wikipedia.org/wiki/List_of_airline_codes","","CPH","Champagne Airlines","CHAMPAGNE","France",""
"1733246192-2003","https://en.wikipedia.org/wiki/List_of_airline_codes","MG","CCP","Champion Air","CHAMPION AIR","United States",""
"1733246192-2004","https://en.wikipedia.org/wiki/List_of_airline_codes","","NCH","Chanchangi Airlines","CHANCHANGI","Nigeria",""
"1733246192-2005","https://en.wikipedia.org/wiki/List_of_airline_codes","2Z","CGN","Chang An Airlines","CHANGAN","China",""
"1733246192-2006","https://en.wikipedia.org/wiki/List_of_airline_codes","","CHN","Channel Island Aviation","CHANNEL","United States",""
"1733246192-2007","https://en.wikipedia.org/wiki/List_of_airline_codes","","WML","Chantilly Air","MARLIN","United States",""
"1733246192-2008","https://en.wikipedia.org/wiki/List_of_airline_codes","","CPL","Chaparral Airlines","CHAPARRAL","United States",""
"1733246192-2009","https://en.wikipedia.org/wiki/List_of_airline_codes","S8","CSU","Chari Aviation Services","CHARI SERVICE","Chad",""
"1733246192-2010","https://en.wikipedia.org/wiki/List_of_airline_codes","","CAH","Charlan Air Charter","CHARLAN","South Africa","ICAO Code and callsign no longer allocated"
"1733246192-2011","https://en.wikipedia.org/wiki/List_of_airline_codes","","HMD","Charlie Hammonds Flying Service","HAMMOND","United States",""
"1733246192-2012","https://en.wikipedia.org/wiki/List_of_airline_codes","","CGD","Charlotte Air National Guard","","United States",""
"1733246192-2013","https://en.wikipedia.org/wiki/List_of_airline_codes","","CHW","Charter Air","CHARTER WIEN","Austria",""
"1733246192-2014","https://en.wikipedia.org/wiki/List_of_airline_codes","","HRT","Chartright Air","CHARTRIGHT","Canada",""
"1733246192-2015","https://en.wikipedia.org/wiki/List_of_airline_codes","RP*","CHQ","Chautauqua Airlines","CHAUTAUQUA","United States","Was US*"
"1733246192-2016","https://en.wikipedia.org/wiki/List_of_airline_codes","","CBB","Cheboksary Airenterprise JSC","CHEBAIR","Russia",""
"1733246192-2017","https://en.wikipedia.org/wiki/List_of_airline_codes","","CHM","Chemech Aviation","","Pakistan",""
"1733246192-2018","https://en.wikipedia.org/wiki/List_of_airline_codes","","CHZ","Cherline","CHERL","Russia",""
"1733246192-2019","https://en.wikipedia.org/wiki/List_of_airline_codes","","CMK","Chernomor-Avia","CHERAVIA","Russia",""
"1733246192-2020","https://en.wikipedia.org/wiki/List_of_airline_codes","","CBM","Cherokee Express","BLUE MAX","United States",""
"1733246192-2021","https://en.wikipedia.org/wiki/List_of_airline_codes","","CCY","Cherry Air","CHERRY","United States",""
"1733246192-2022","https://en.wikipedia.org/wiki/List_of_airline_codes","","CAB","Chesapeake Air Service","CHESAPEAKE AIR","United States",""
"1733246192-2023","https://en.wikipedia.org/wiki/List_of_airline_codes","","CVR","Chevron U.S.A","CHEVRON","United States",""
"1733246192-2024","https://en.wikipedia.org/wiki/List_of_airline_codes","","CYA","Cheyenne Airways","CHEYENNE AIR","United States",""
"1733246192-2025","https://en.wikipedia.org/wiki/List_of_airline_codes","","CGO","Chicago Air","WILD ONION","United States",""
"1733246192-2026","https://en.wikipedia.org/wiki/List_of_airline_codes","C8","WDY","Chicago Jet Group","WINDY CITY","United States",""
"1733246192-2027","https://en.wikipedia.org/wiki/List_of_airline_codes","","RAT","Chief Rat Flight Services","RIVERRAT","South Africa","defunct"
"1733246192-2028","https://en.wikipedia.org/wiki/List_of_airline_codes","","CCH","Chilchota Taxi Aéreo","CHILCHOTA","Mexico",""
"1733246192-2029","https://en.wikipedia.org/wiki/List_of_airline_codes","","DES","Chilcotin Caribou Aviation","CHILCOTIN","Canada",""
"1733246192-2030","https://en.wikipedia.org/wiki/List_of_airline_codes","","CAD","Chilliwack Aviation","CHILLIWACKAIR","Canada",""
"1733246192-2031","https://en.wikipedia.org/wiki/List_of_airline_codes","","ETN","Chim-Nir Aviation","CHIMNIR","Israel",""
"1733246192-2032","https://en.wikipedia.org/wiki/List_of_airline_codes","CI","CAL","China Airlines","DYNASTY","Taiwan",""
"1733246192-2033","https://en.wikipedia.org/wiki/List_of_airline_codes","CK","CKK","China Cargo Airlines","CARGO KING","China",""
"1733246192-2034","https://en.wikipedia.org/wiki/List_of_airline_codes","MU","CES","China Eastern Airlines","CHINA EASTERN","China",""
"1733246192-2035","https://en.wikipedia.org/wiki/List_of_airline_codes","G5","HXA","China Express Airlines","CHINA EXPRESS","China",""
"1733246192-2036","https://en.wikipedia.org/wiki/List_of_airline_codes","","CFA","China Flying Dragon Aviation","FEILONG","China",""
"1733246192-2037","https://en.wikipedia.org/wiki/List_of_airline_codes","","CTH","China General Aviation Corporation","TONGHANG","China",""
"1733246192-2038","https://en.wikipedia.org/wiki/List_of_airline_codes","","CAG","China National Aviation Corporation","CHINA NATIONAL","China",""
